id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,choice_E,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W3-244,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",buffer,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A buffer resists pH change because it contains components that:,remove all water,prevent every reaction,make pH exactly 7,consume added H+ or OH−,,D,A weak acid/base pair neutralizes small added amounts of acid or base.,,"Buffers resist, but do not prevent, pH change.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-245,3,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",solubility table,SCI-DATA,Recognition/Recall,Easy,Premium,English,W3-CHEMSOL-077,"According to the table, how much Salt Y dissolves in 100 g water at 50°C?",55 g,20 g,35 g,85 g,,A,The 50°C row gives 55 g per 100 g water.,,Read the correct temperature row and units.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W3-246,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,Boyle's law,SCI-APP,Single-step Application,Moderate,Free,English,,"A gas at 2.0 atm occupies 3.0 L. At constant temperature, what volume does it occupy at 1.0 atm?",1.5 L,6.0 L,3.0 L,9.0 L,,B,"P1V1=P2V2, so V2=2×3/1=6 L.",V2=6 L,Pressure and volume are inversely related at constant temperature.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-247,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,Gay-Lussac law,SCI-APP,Single-step Application,Moderate,Premium,English,,"A rigid gas container is heated from 300 K to 450 K. If initial pressure is 2.0 atm, final pressure is:",1.0 atm,2.0 atm,3.0 atm,4.5 atm,,C,P2=P1T2/T1=2×450/300=3 atm.,P2=3 atm,"At constant volume, pressure is proportional to Kelvin temperature.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-248,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,heating curve,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"During a flat segment of a heating curve, added energy is used mainly to:",raise temperature rapidly,decrease particle motion,remove mass,change phase,,D,Temperature remains constant while intermolecular attractions are overcome.,,Plateaus represent phase changes.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-249,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,Hess's law,SCI-APP,Recognition/Recall,Moderate,Premium,English,,Hess's law works because enthalpy is:,a state function,always zero,a catalyst,a particle count,,A,Enthalpy change depends only on initial and final states.,,State functions are independent of path.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-250,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,specific heat,SCI-APP,Single-step Application,Moderate,Premium,English,,How much heat raises 50 g water by 4°C if c=4.2 J/g°C?,210 J,840 J,420 J,"1,680 J",,B,Q=mcΔT=50×4.2×4=840 J.,50×4.2×4=840,Use Q=mcΔT.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-251,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,catalyst,SCI-APP,Recognition/Recall,Moderate,Free,English,,A catalyst increases reaction rate by:,raising product energy permanently,changing equilibrium constant,lowering activation energy,being consumed completely,,C,A catalyst provides an alternative lower-energy pathway.,,"Catalysts affect rate, not equilibrium position.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-252,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,Le Châtelier,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"For an exothermic equilibrium, increasing temperature shifts the system toward:",products,no particles,the catalyst,reactants,,D,"Heat behaves like a product, so adding heat favors the reverse direction.",,Treat imposed changes as stresses on equilibrium.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-253,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,surface area data,SCI-DATA,Analysis/Evaluation,Difficult,Premium,English,W3-CHEMEXP-078,Which trials isolate the effect of particle size in the table?,1 and 2,1 and 3,2 and 3,all three equally,,A,Trials 1 and 2 have the same temperature but different particle size.,,Hold other variables constant when comparing one factor.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W3-254,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,temperature data,SCI-DATA,Analysis/Evaluation,Difficult,Premium,English,W3-CHEMEXP-078,What do Trials 1 and 3 suggest?,Higher temperature stopped reaction.,Higher temperature increased reaction rate.,Particle size changed.,Temperature had no effect.,,B,"At the same particle size, the higher-temperature trial reached the endpoint faster.",,Shorter reaction time indicates faster rate.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W3-255,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM8 — Chemical Equilibrium and Rates,collision theory,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Increasing concentration usually increases reaction rate because:,activation energy becomes zero,atoms gain mass,particles collide more frequently,products disappear,,C,More particles per volume produce more collisions per unit time.,,Collision frequency and successful orientation affect rate.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-256,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,filtration,SCI-APP,Recognition/Recall,Easy,Free,English,,Which method best separates an insoluble solid from a liquid?,distillation only,chromatography,titration,filtration,,D,A filter retains the solid while the liquid passes through.,,Choose separation methods from physical properties.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-257,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,distillation,SCI-APP,Recognition/Recall,Easy,Premium,English,,Simple distillation separates substances mainly by differences in:,boiling point,color,mass number,magnetic field,,A,The more volatile component vaporizes and condenses first.,,Distillation uses volatility differences.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-258,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,accuracy,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Measurements cluster near each other but far from the accepted value. They are:,accurate but imprecise,precise but inaccurate,both accurate and precise,neither recorded,,B,Close agreement shows precision; distance from accepted value shows inaccuracy.,,Accuracy and precision describe different qualities.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-259,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,titration endpoint,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,Why is indicator added dropwise near a titration endpoint?,The burette stops working.,The solution becomes solid.,A small excess titrant can cause a large color change and overshoot.,Indicators require boiling.,,C,"Near equivalence, a small added volume may pass the endpoint.",,Slow addition improves endpoint precision.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-260,3,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,safety,SCI-APP,Recognition/Recall,Easy,Premium,English,,"When diluting concentrated acid, the safer procedure is generally to:",add water rapidly to acid,mix without eye protection,seal a hot container,add acid slowly to water,,D,Adding acid to more water disperses heat and reduces splashing risk.,,"Remember: add acid to water, not water to acid.",82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-261,3,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",vector components,SCI-APP,Single-step Application,Moderate,Free,English,,A 10 N force acts at 60° above the horizontal. Its horizontal component is:,5 N,8.7 N,10 N,20 N,,A,Fx=F cos60°=10(0.5)=5 N.,10×0.5=5,Use cosine for the component adjacent to the angle.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-262,3,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",average speed,SCI-APP,Multi-step Application,Moderate,Premium,English,,A car travels 60 km at 30 km/h and then 60 km at 60 km/h. What is its average speed?,45 km/h,40 km/h,50 km/h,60 km/h,,B,Total distance=120 km; total time=2 h+1 h=3 h; average=40 km/h.,120/3=40,Average speed is total distance divided by total time.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-263,3,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",kinematic displacement,SCI-APP,Single-step Application,Moderate,Premium,English,,An object starts from rest and accelerates at 2 m/s² for 5 s. What distance does it travel?,10 m,20 m,25 m,50 m,,C,s=½at²=0.5×2×25=25 m.,s=25 m,"For rest start, use s=½at².",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-264,3,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",projectile range concept,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"For launches at the same speed on level ground without air resistance, complementary angles such as 30° and 60° have:",the same maximum height,the same flight path,zero range,the same range,,D,"Range depends on sin2θ, which is equal for complementary angles.",,Complementary launch angles produce equal ideal range.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-265,3,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",relative motion,SCI-APP,Single-step Application,Easy,Premium,English,,"A train moves east at 20 m/s. A passenger walks east inside it at 2 m/s relative to the train. Relative to the ground, the passenger moves at:",22 m/s east,18 m/s east,20 m/s east,2 m/s west,,A,Velocities in the same direction add: 20+2=22 m/s east.,,Add relative velocities with signs and directions.,82,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-266,3,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,net force diagram,SCI-DIAG,Single-step Application,Moderate,Free,English,W3-PHYFORCE-079,What is the net horizontal force in the diagram?,12 N left,12 N right,48 N right,48 N left,,B,30 N right−18 N left=12 N right.,30−18=12 N right,Subtract opposing forces and keep direction.,82,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W3-267,3,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,acceleration from force,SCI-DIAG,Multi-step Application,Moderate,Premium,English,W3-PHYFORCE-079,"If the block in the diagram has mass 4 kg, what is its acceleration?",4.5 m/s² right,7.5 m/s² right,3 m/s² right,12 m/s² right,,C,a=Fnet/m=12/4=3 m/s² right.,a=12/4=3,"Use net force, not a single applied force.",110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W3-268,3,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,inclined plane component,SCI-APP,Single-step Application,Moderate,Premium,English,,"A 10 kg block rests on a 30° frictionless incline. Using g=10 m/s², the component of weight down the slope is:",25 N,87 N,100 N,50 N,,D,mg sin30°=100×0.5=50 N.,100×0.5=50,The downhill component is mg sinθ.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-269,3,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,static friction,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"A horizontal force increases on a stationary box. Before slipping, static friction:",matches the applied force up to a maximum,is always equal to μkN,remains zero,always exceeds the applied force,,A,Static friction adjusts to maintain equilibrium until its limit.,,"Static friction is variable, not always at maximum.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W3-270,3,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,centripetal force,SCI-APP,Single-step Application,Moderate,Premium,English,,"If speed in circular motion doubles while radius and mass stay constant, centripetal force becomes:",half,four times,double,eight times,,B,"Fc=mv²/r, so doubling v multiplies force by four.",,Centripetal force depends on speed squared.,110,No calculator,False,Passed,Passed,Approved for Distribution
